"REF_DATE","GEO","DGUID","Age of mother","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404672","10.1.2","100.0","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404673","10.2.1","47","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404674","10.2.2","0.1","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404675","10.3.1","3413","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404676","10.3.2","8.0","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404677","10.4.1","9373","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404678","10.4.2","21.9","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404679","10.5.1","14956","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404680","10.5.2","35.0","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404681","10.6.1","11090","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404682","10.6.2","25.9","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404683","10.7.1","3496","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404684","10.7.2","8.2","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404685","10.8.1","389","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404686","10.8.2","0.9","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404687","10.9.1","18","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404688","10.9.2","0.0","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, not stated","Number of live births","Number","223","units","0","v21404689","10.10.1","0","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404690","10.10.2","0.0","","","","1"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, all ages","Number of live births","Number","223","units","0","v21404691","11.1.1","45614","","","","0"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404692","11.1.2","100.0","","","","1"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404693","11.2.1","35","","","","0"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404694","11.2.2","0.1","","","","1"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404695","11.3.1","2672","","","","0"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404696","11.3.2","5.9","","","","1"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404697","11.4.1","9151","","","","0"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404698","11.4.2","20.1","","","","1"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404699","11.5.1","15823","","","","0"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404700","11.5.2","34.7","","","","1"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404701","11.6.1","12915","","","","0"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404702","11.6.2","28.3","","","","1"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404703","11.7.1","4411","","","","0"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404704","11.7.2","9.7","","","","1"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404705","11.8.1","592","","","","0"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404706","11.8.2","1.3","","","","1"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404707","11.9.1","15","","","","0"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404708","11.9.2","0.0","","","","1"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, not stated","Number of live births","Number","223","units","0","v21404709","11.10.1","0","","","","0"
"1991","British Columbia, place of residence of mother","2016A000259","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404710","11.10.2","0.0","","","","1"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, all ages","Number of live births","Number","223","units","0","v21404711","12.1.1","568","","","","0"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404712","12.1.2","100.0","","","","1"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404713","12.2.1","2","","","","0"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404714","12.2.2","0.4","","","","1"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404715","12.3.1","40","","","","0"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404716","12.3.2","7.0","","","","1"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404717","12.4.1","129","","","","0"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404718","12.4.2","22.7","","","","1"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404719","12.5.1","186","","","","0"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404720","12.5.2","32.7","","","","1"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404721","12.6.1","146","","","","0"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404722","12.6.2","25.7","","","","1"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404723","12.7.1","54","","","","0"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404724","12.7.2","9.5","","","","1"
"1991","Yukon, place of residence of mother","2016A000260","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404725","12.8.1","10","","","","0"
